timestamp,open,high,low,close,volume
2024-01-02 11:00:00,116.9,117.09,115.36,116.26,19431.1
2024-01-02 12:00:00,116.27,116.84,115.28,115.39,25855.9
2024-01-02 13:00:00,115.39,115.78,115.15,115.36,15212.9
2024-01-02 14:00:00,115.36,115.63,112.0,112.65,61051.4
2024-01-02 15:00:00,112.65,113.4,111.63,112.77,34205.9
2024-01-02 16:00:00,112.78,113.52,111.7,113.17,42499.3
2024-01-02 17:00:00,113.17,113.18,111.22,112.01,29567.2
2024-01-02 18:00:00,112.02,112.58,111.6,111.73,18577.5
2024-01-02 19:00:00,111.73,112.37,111.03,111.76,22239.1
2024-01-02 20:00:00,111.77,112.69,110.76,110.94,31441.6
2024-01-02 21:00:00,110.93,111.18,108.17,109.88,103793.2
2024-01-02 22:00:00,109.89,110.7,109.26,110.16,27111.9
2024-01-02 23:00:00,110.16,110.74,109.59,110.4,22559.3
2024-01-03 00:00:00,110.39,111.81,110.22,110.92,42060.1
2024-01-03 01:00:00,110.93,111.2,110.46,111.06,24862.7
2024-01-03 02:00:00,111.12,111.2,110.32,110.84,25375.0
2024-01-03 03:00:00,110.85,111.2,109.93,110.67,42225.4
2024-01-03 04:00:00,110.67,111.2,110.53,111.17,25204.9
2024-01-03 05:00:00,111.15,112.6,111.09,112.09,33792.2
2024-01-03 06:00:00,112.07,113.02,111.74,112.58,23834.4
2024-01-03 07:00:00,112.58,112.75,110.67,111.15,25454.7
2024-01-03 08:00:00,111.15,112.34,111.15,112.19,16085.5
2024-01-03 09:00:00,112.2,113.2,112.07,112.49,22557.4
2024-01-03 10:00:00,112.48,113.21,111.9,112.48,32433.5
2024-01-03 11:00:00,112.49,112.85,107.55,108.48,116509.4
2024-01-03 12:00:00,108.48,108.51,88.87,103.11,392469.9
2024-01-03 13:00:00,103.12,103.13,99.81,100.91,128861.8
2024-01-03 14:00:00,100.93,100.96,98.18,99.38,71383.5
2024-01-03 15:00:00,99.37,101.99,99.17,101.68,77345.8
2024-01-03 16:00:00,101.7,102.53,100.0,100.3,83059.5
2024-01-03 17:00:00,100.31,100.65,99.46,100.56,38273.3
2024-01-03 18:00:00,100.54,100.89,98.45,99.29,33806.3
2024-01-03 19:00:00,99.28,101.26,99.25,100.17,28068.0
2024-01-03 20:00:00,100.16,102.36,100.11,102.25,24688.5
2024-01-03 21:00:00,102.25,103.18,101.67,103.06,27840.2
2024-01-03 22:00:00,103.06,103.52,101.29,101.9,24038.2
2024-01-03 23:00:00,101.91,102.62,100.91,102.54,20957.1
2024-01-04 00:00:00,102.53,103.95,102.47,102.9,40955.4
2024-01-04 01:00:00,102.91,103.05,101.41,101.93,28091.3
2024-01-04 02:00:00,101.94,103.47,101.94,103.08,15923.0
2024-01-04 03:00:00,103.09,103.46,102.59,103.34,14643.1
2024-01-04 04:00:00,103.36,103.43,102.85,103.17,13873.2
2024-01-04 05:00:00,103.17,103.91,102.81,103.36,16235.8
2024-01-04 06:00:00,103.35,103.82,102.98,103.19,13621.5
2024-01-04 07:00:00,103.19,103.49,102.15,102.36,29233.3
2024-01-04 08:00:00,102.37,103.05,101.81,102.53,29711.8
2024-01-04 09:00:00,102.52,103.13,102.0,102.8,14851.5
2024-01-04 10:00:00,102.8,103.06,101.08,102.5,27504.5
2024-01-04 11:00:00,102.51,103.15,101.74,102.75,19001.8
2024-01-04 12:00:00,102.76,104.03,102.54,103.92,25016.1
2024-01-04 13:00:00,103.93,104.02,102.67,103.23,19215.7
2024-01-04 14:00:00,103.22,104.0,102.23,103.98,33778.9
2024-01-04 15:00:00,103.97,105.27,103.39,105.12,51176.5
2024-01-04 16:00:00,105.12,105.27,103.76,104.78,26947.5
2024-01-04 17:00:00,104.79,105.41,103.76,104.1,24640.4
2024-01-04 18:00:00,104.11,104.7,103.75,104.26,10289.199999999999
2024-01-04 19:00:00,104.25,105.13,103.89,104.22,12588.7
2024-01-04 20:00:00,104.22,105.53,103.94,104.5,16072.6
2024-01-04 21:00:00,104.5,105.21,103.78,104.23,12205.6
2024-01-04 22:00:00,104.23,105.07,103.42,104.0,13144.9
2024-01-04 23:00:00,104.01,104.41,103.47,103.81,9632.4
2024-01-05 00:00:00,103.82,108.61,103.56,105.61,140885.5
2024-01-05 01:00:00,105.6,105.79,101.51,104.04,80353.0
2024-01-05 02:00:00,104.03,104.96,102.78,103.31,39496.1
2024-01-05 03:00:00,103.32,104.13,102.5,102.82,17752.7
2024-01-05 04:00:00,102.79,103.52,102.06,102.99,28087.5
2024-01-05 05:00:00,102.99,103.58,102.67,103.45,13575.2
2024-01-05 06:00:00,103.46,103.9,102.65,103.57,17488.6
2024-01-05 07:00:00,103.58,105.13,103.43,104.35,26520.8
2024-01-05 08:00:00,104.35,105.13,103.93,104.49,23615.7
2024-01-05 09:00:00,104.48,105.8,104.41,104.86,27226.9
2024-01-05 10:00:00,104.87,105.04,102.14,103.08,29676.9
2024-01-05 11:00:00,103.07,103.73,102.35,102.6,19276.2
2024-01-05 12:00:00,102.58,103.25,101.8,102.25,24596.8
2024-01-05 13:00:00,102.25,102.68,101.24,101.87,30796.1
2024-01-05 14:00:00,101.86,102.43,100.06,100.4,51290.3
2024-01-05 15:00:00,100.43,101.83,99.71,101.79,40100.299999999996
2024-01-05 16:00:00,101.77,102.44,99.76,100.03,35374.2
2024-01-05 17:00:00,100.04,101.3,98.98,101.13,44785.0
2024-01-05 18:00:00,101.13,101.4,100.47,101.02,11293.2
2024-01-05 19:00:00,101.02,101.62,100.67,100.96,12877.7
2024-01-05 20:00:00,100.96,102.54,100.88,101.9,25699.6
2024-01-05 21:00:00,101.9,101.99,100.83,101.85,15654.3
2024-01-05 22:00:00,101.86,101.97,101.02,101.6,8565.7
2024-01-05 23:00:00,101.6,103.05,101.57,102.94,25581.8
2024-01-06 00:00:00,102.94,103.29,101.97,102.48,20969.0
2024-01-06 01:00:00,102.48,102.54,101.18,101.6,19536.9
2024-01-06 02:00:00,101.61,101.83,101.02,101.44,11082.1
2024-01-06 03:00:00,101.43,101.7,101.14,101.41,7404.4
2024-01-06 04:00:00,101.41,101.74,100.2,100.3,15645.4
2024-01-06 05:00:00,100.3,100.66,98.07,99.22,54523.7
2024-01-06 06:00:00,99.24,99.44,96.91,97.44,55297.9
2024-01-06 07:00:00,97.41,99.01,96.83,98.95,28478.3
2024-01-06 08:00:00,98.94,99.71,98.27,99.71,16194.5
2024-01-06 09:00:00,99.7,99.99,99.38,99.47,11243.7
2024-01-06 10:00:00,99.48,99.84,98.98,99.62,9597.0
2024-01-06 11:00:00,99.62,100.01,99.15,99.85,9440.9
2024-01-06 12:00:00,99.85,100.21,98.79,99.09,15470.9
2024-01-06 13:00:00,99.1,99.66,98.47,99.48,11709.8
2024-01-06 14:00:00,99.48,100.56,99.34,99.97,15420.8
2024-01-06 15:00:00,99.97,100.36,99.52,99.91,14547.3
2024-01-06 16:00:00,99.91,100.34,99.67,100.17,19413.5
2024-01-06 17:00:00,100.17,100.83,99.89,100.6,8605.6
2024-01-06 18:00:00,100.61,100.87,100.09,100.18,10977.8
2024-01-06 19:00:00,100.18,100.27,99.25,99.93,9760.6
2024-01-06 20:00:00,99.95,100.27,99.37,99.69,10547.3
2024-01-06 21:00:00,99.69,99.73,99.04,99.42,8456.1
2024-01-06 22:00:00,99.42,99.43,98.02,98.95,13551.1
2024-01-06 23:00:00,98.95,99.41,98.03,99.38,12922.5
2024-01-07 00:00:00,99.38,100.44,99.04,100.02,18531.9
2024-01-07 01:00:00,100.03,100.54,99.4,99.44,14254.5
2024-01-07 02:00:00,99.45,99.96,98.56,98.95,14079.6
2024-01-07 03:00:00,98.94,99.62,98.76,99.27,12190.7
2024-01-07 04:00:00,99.27,99.82,98.94,99.75,17077.9
2024-01-07 05:00:00,99.76,100.13,99.44,99.69,12945.4
2024-01-07 06:00:00,99.71,100.25,99.41,99.96,9245.5
2024-01-07 07:00:00,99.95,100.22,99.65,99.89,7334.4
2024-01-07 08:00:00,99.91,100.19,98.49,98.73,27565.3
2024-01-07 09:00:00,98.73,99.17,97.41,97.87,29196.7
2024-01-07 10:00:00,97.87,98.42,97.76,98.31,22871.8
2024-01-07 11:00:00,98.31,99.05,98.16,98.42,18207.7
2024-01-07 12:00:00,98.41,98.63,97.81,98.56,14655.800000000001
2024-01-07 13:00:00,98.56,99.68,98.51,99.49,14537.0
2024-01-07 14:00:00,99.48,99.65,98.63,99.24,14416.9
2024-01-07 15:00:00,99.23,99.25,97.32,97.86,15576.5
2024-01-07 16:00:00,97.85,98.2,96.56,96.9,29229.4
2024-01-07 17:00:00,96.89,98.1,96.13,97.73,20869.2
2024-01-07 18:00:00,97.73,98.42,97.7,98.09,9777.2
2024-01-07 19:00:00,98.09,98.59,97.9,98.4,9442.0
2024-01-07 20:00:00,98.4,98.57,97.56,97.62,8254.2
2024-01-07 21:00:00,97.63,97.74,96.76,96.95,15893.9
2024-01-07 22:00:00,96.95,96.98,93.98,94.51,58885.9
2024-01-07 23:00:00,94.52,95.46,93.55,94.86,37577.3
2024-01-08 00:00:00,94.87,94.94,92.11,92.23,51348.2
2024-01-08 01:00:00,92.22,93.54,92.11,92.66,31983.4
2024-01-08 02:00:00,92.69,93.08,89.0,90.3,73453.0
2024-01-08 03:00:00,90.3,90.88,88.33,90.47,49092.8
2024-01-08 04:00:00,90.47,92.17,90.18,92.04,22472.3
2024-01-08 05:00:00,92.04,92.22,91.23,92.09,15902.7
2024-01-08 06:00:00,92.09,94.99,91.83,93.4,71627.7
2024-01-08 07:00:00,93.39,94.9,93.3,93.75,21013.7
2024-01-08 08:00:00,93.75,94.69,93.66,93.84,15148.2
2024-01-08 09:00:00,93.84,94.56,93.47,93.67,17698.7
2024-01-08 10:00:00,93.7,94.38,93.46,94.28,15695.2
2024-01-08 11:00:00,94.28,95.39,94.05,95.28,17372.9
2024-01-08 12:00:00,95.29,96.48,95.08,96.41,39390.2
2024-01-08 13:00:00,96.4,97.21,96.04,96.36,25571.4
2024-01-08 14:00:00,96.38,96.69,95.48,95.54,20295.0
2024-01-08 15:00:00,95.55,95.94,94.91,95.57,53343.6
2024-01-08 16:00:00,95.58,96.26,94.96,95.04,21280.9
2024-01-08 17:00:00,95.03,96.69,94.6,96.63,21951.2
2024-01-08 18:00:00,96.63,98.38,96.56,98.34,47773.1
2024-01-08 19:00:00,98.33,100.34,97.55,99.36,63600.299999999996
2024-01-08 20:00:00,99.37,99.7,97.79,98.49,28679.8
2024-01-08 21:00:00,98.5,99.47,98.29,98.66,19948.0
2024-01-08 22:00:00,98.69,99.32,98.58,99.3,14553.8
2024-01-08 23:00:00,99.28,99.42,98.54,99.01,15629.8
2024-01-09 00:00:00,99.02,99.26,96.35,97.59,52181.1
2024-01-09 01:00:00,97.59,98.18,96.74,97.46,19099.4
2024-01-09 02:00:00,97.47,97.92,97.0,97.32,11598.8
2024-01-09 03:00:00,97.32,97.4,96.88,97.07,9850.5
2024-01-09 04:00:00,97.07,98.3,96.93,98.12,15240.3
2024-01-09 05:00:00,98.12,98.25,97.07,97.67,15024.0
2024-01-09 06:00:00,97.68,97.79,96.85,97.18,7620.1
2024-01-09 07:00:00,97.18,97.52,96.76,97.35,9453.2
2024-01-09 08:00:00,97.34,97.43,95.66,95.74,18812.5
2024-01-09 09:00:00,95.75,96.2,94.59,95.07,30081.5
2024-01-09 10:00:00,95.06,96.16,95.06,95.52,11468.5
2024-01-09 11:00:00,95.52,95.99,94.77,95.2,15084.7
2024-01-09 12:00:00,95.21,95.69,91.82,93.22,61023.3
2024-01-09 13:00:00,93.22,95.03,93.03,94.62,35529.0
2024-01-09 14:00:00,94.64,95.07,92.82,93.0,29007.7
2024-01-09 15:00:00,92.98,93.9,92.45,93.45,21730.9
2024-01-09 16:00:00,93.45,93.81,92.53,93.37,20129.0
2024-01-09 17:00:00,93.35,94.69,92.83,93.69,24967.8
2024-01-09 18:00:00,93.69,95.32,93.56,95.15,18013.3
2024-01-09 19:00:00,95.16,95.27,93.31,94.26,16367.1
2024-01-09 20:00:00,94.27,94.37,92.28,92.65,18751.6
2024-01-09 21:00:00,92.65,96.24,92.59,94.16,140339.8
2024-01-09 22:00:00,94.16,96.9,93.91,95.9,42499.4
2024-01-09 23:00:00,95.89,96.73,95.04,96.43,21671.7
2024-01-10 00:00:00,96.43,99.08,96.0,98.43,46424.9
2024-01-10 01:00:00,98.44,98.68,97.08,97.95,24079.0
2024-01-10 02:00:00,97.93,98.37,97.04,97.12,16372.1
2024-01-10 03:00:00,97.12,98.24,96.96,97.97,9461.8
2024-01-10 04:00:00,97.97,98.56,97.49,97.85,9443.4
2024-01-10 05:00:00,97.84,99.45,97.39,99.26,22387.0
2024-01-10 06:00:00,99.27,99.45,98.49,98.92,13501.9
2024-01-10 07:00:00,98.93,99.46,98.48,98.63,16301.3
2024-01-10 08:00:00,98.64,99.44,97.41,97.7,44075.2
2024-01-10 09:00:00,97.69,101.78,97.51,101.7,65540.8
2024-01-10 10:00:00,101.7,103.83,101.47,103.03,108764.9
2024-01-10 11:00:00,103.04,103.51,100.5,101.47,49432.6
2024-01-10 12:00:00,101.48,102.24,97.6,98.96,93692.6
2024-01-10 13:00:00,99.0,100.27,98.21,98.78,50724.5
2024-01-10 14:00:00,98.78,99.38,98.26,98.58,22290.2
2024-01-10 15:00:00,98.57,102.7,98.23,102.44,57760.9
2024-01-10 16:00:00,102.38,102.59,100.37,100.45,40203.1
2024-01-10 17:00:00,100.43,101.7,100.21,101.2,19512.6
2024-01-10 18:00:00,101.21,101.97,100.67,101.4,21882.6
2024-01-10 19:00:00,101.38,103.77,100.91,103.57,41165.700000000004
2024-01-10 20:00:00,103.58,104.52,100.58,104.39,78291.0
2024-01-10 21:00:00,104.38,110.03,103.71,109.16,109072.6
2024-01-10 22:00:00,109.16,109.7,105.82,106.81,157932.2
2024-01-10 23:00:00,106.81,110.21,106.39,106.99,127277.2
2024-01-11 00:00:00,106.99,110.78,106.16,110.27,91368.59999999999
2024-01-11 01:00:00,110.27,110.71,108.29,108.32,38916.3
2024-01-11 02:00:00,108.33,109.45,107.6,108.74,27010.399999999998
2024-01-11 03:00:00,108.74,109.72,108.04,109.68,21309.8
2024-01-11 04:00:00,109.67,111.3,109.11,110.3,61457.6
2024-01-11 05:00:00,110.3,110.37,108.31,109.33,27477.0
2024-01-11 06:00:00,109.33,109.46,107.56,107.73,28081.2
2024-01-11 07:00:00,107.72,108.87,107.68,108.85,17097.7
2024-01-11 08:00:00,108.84,110.34,108.7,110.32,31438.3
2024-01-11 09:00:00,110.31,112.9,109.89,111.89,49763.4
2024-01-11 10:00:00,111.86,115.07,111.78,114.1,61328.0
2024-01-11 11:00:00,114.09,116.54,113.98,116.42,65160.3
2024-01-11 12:00:00,116.41,117.06,115.05,116.29,83784.6
2024-01-11 13:00:00,116.27,118.1,113.55,114.88,116208.8
2024-01-11 14:00:00,114.87,116.36,113.29,114.85,90837.8
2024-01-11 15:00:00,114.83,115.1,108.01,109.47,187371.5
2024-01-11 16:00:00,109.46,110.69,106.47,108.31,124651.6
2024-01-11 17:00:00,108.31,110.07,107.97,109.81,50383.2
2024-01-11 18:00:00,109.82,110.3,108.98,109.83,22281.6
2024-01-11 19:00:00,109.85,110.32,109.04,110.27,24887.0
2024-01-11 20:00:00,110.26,110.52,108.21,108.59,36425.1
2024-01-11 21:00:00,108.58,109.65,108.35,108.64,38102.6
2024-01-11 22:00:00,108.64,110.89,107.73,109.45,36487.5
2024-01-11 23:00:00,109.45,110.47,109.24,109.58,30851.9
2024-01-12 00:00:00,109.57,110.03,108.05,108.98,35749.8
2024-01-12 01:00:00,108.99,109.17,107.42,108.55,22419.2
2024-01-12 02:00:00,108.56,109.67,108.4,109.49,14727.1
2024-01-12 03:00:00,109.51,109.54,108.1,108.31,13249.4
2024-01-12 04:00:00,108.3,108.8,107.56,108.0,21805.8
2024-01-12 05:00:00,108.0,109.44,107.92,109.27,15364.8
2024-01-12 06:00:00,109.26,110.34,109.09,109.96,25764.9
2024-01-12 07:00:00,109.94,110.41,108.52,109.13,20544.6
2024-01-12 08:00:00,109.14,109.14,107.45,108.44,25492.4
2024-01-12 09:00:00,108.46,109.35,107.65,109.06,18123.2
2024-01-12 10:00:00,109.06,110.17,108.78,109.86,17943.2
2024-01-12 11:00:00,109.88,111.5,109.74,111.47,45346.6
2024-01-12 12:00:00,111.46,113.91,110.43,111.44,85044.2
2024-01-12 13:00:00,111.44,112.67,110.99,112.06,32851.5
2024-01-12 14:00:00,112.05,113.11,111.36,113.05,35339.4
2024-01-12 15:00:00,113.04,113.61,108.09,109.01,103754.8
2024-01-12 16:00:00,108.99,110.3,105.69,106.67,86260.5
2024-01-12 17:00:00,106.66,107.32,103.58,106.43,82665.5
2024-01-12 18:00:00,106.44,106.92,105.07,106.06,22576.3
2024-01-12 19:00:00,106.04,106.49,105.22,105.69,16020.0
2024-01-12 20:00:00,105.67,106.38,105.36,105.49,15594.9
2024-01-12 21:00:00,105.49,105.86,102.4,103.58,39564.9
2024-01-12 22:00:00,103.56,103.68,99.21,102.16,90963.3
2024-01-12 23:00:00,102.16,103.28,101.9,102.99,25801.3
2024-01-13 00:00:00,102.98,103.7,102.27,102.27,18324.0
2024-01-13 01:00:00,102.28,102.75,100.62,102.71,27177.5
2024-01-13 02:00:00,102.7,103.23,102.14,102.98,13997.7
2024-01-13 03:00:00,102.98,103.37,102.56,102.87,12431.7
2024-01-13 04:00:00,102.9,104.07,102.61,103.93,14444.3
2024-01-13 05:00:00,103.91,104.73,103.62,104.71,10140.0
2024-01-13 06:00:00,104.72,104.74,103.89,104.38,9921.1
2024-01-13 07:00:00,104.39,104.68,104.1,104.28,9599.3
2024-01-13 08:00:00,104.3,105.46,104.24,105.25,13755.3
2024-01-13 09:00:00,105.24,105.29,104.04,104.31,17284.5
2024-01-13 10:00:00,104.32,104.48,103.54,103.95,14194.2
2024-01-13 11:00:00,103.96,104.39,103.61,103.97,9285.6
2024-01-13 12:00:00,103.97,104.61,103.8,104.3,11324.6
2024-01-13 13:00:00,104.3,106.02,103.87,104.83,44222.6
2024-01-13 14:00:00,104.84,105.07,104.02,104.31,16647.8
2024-01-13 15:00:00,104.31,106.14,104.25,105.84,15460.7
2024-01-13 16:00:00,105.83,106.59,105.31,105.77,23275.1
2024-01-13 17:00:00,105.76,106.78,105.28,106.6,15024.5
2024-01-13 18:00:00,106.6,107.69,106.28,106.35,20629.3
2024-01-13 19:00:00,106.35,106.86,106.34,106.48,8183.0
2024-01-13 20:00:00,106.48,106.97,105.94,106.76,16343.0
2024-01-13 21:00:00,106.75,106.89,105.95,106.64,12241.9
2024-01-13 22:00:00,106.67,106.7,105.77,106.46,6910.1
2024-01-13 23:00:00,106.46,106.57,105.81,105.97,9317.9
2024-01-14 00:00:00,105.96,106.1,104.3,104.62,24002.7
2024-01-14 01:00:00,104.61,105.29,104.37,104.79,10342.7
2024-01-14 02:00:00,104.79,104.84,103.78,104.17,11619.1
2024-01-14 03:00:00,104.18,104.29,103.38,103.48,11843.9
2024-01-14 04:00:00,103.47,103.77,102.44,102.44,15056.3
2024-01-14 05:00:00,102.46,103.57,102.46,103.55,8685.0
2024-01-14 06:00:00,103.55,104.23,103.51,104.03,8103.2
2024-01-14 07:00:00,104.03,104.1,103.48,103.77,5693.1
2024-01-14 08:00:00,103.77,103.84,103.14,103.6,7845.7
2024-01-14 09:00:00,103.61,103.94,103.04,103.89,6707.8
2024-01-14 10:00:00,103.9,104.07,103.01,103.22,10159.9
2024-01-14 11:00:00,103.22,103.6,102.72,102.88,9131.3
2024-01-14 12:00:00,102.88,103.29,102.36,102.45,9233.4
2024-01-14 13:00:00,102.45,103.17,102.33,102.95,10265.7
2024-01-14 14:00:00,102.95,103.4,102.7,102.88,11523.3
2024-01-14 15:00:00,102.88,103.68,102.77,103.61,9359.3
2024-01-14 16:00:00,103.61,103.89,102.11,103.02,19643.6
2024-01-14 17:00:00,103.02,103.92,102.82,103.64,7560.7
2024-01-14 18:00:00,103.63,103.9,102.56,102.99,11885.0
2024-01-14 19:00:00,102.99,103.02,100.96,101.15,29469.6
2024-01-14 20:00:00,101.14,102.0,100.03,101.37,28631.0
2024-01-14 21:00:00,101.36,102.28,100.75,102.26,14264.6
2024-01-14 22:00:00,102.27,102.48,100.82,100.96,13714.9
2024-01-14 23:00:00,100.96,101.13,99.05,99.36,32950.0
2024-01-15 00:00:00,99.36,100.72,99.24,100.59,21181.0
2024-01-15 01:00:00,100.59,101.34,100.43,101.22,10830.3
2024-01-15 02:00:00,101.22,101.49,100.67,101.45,8516.8
2024-01-15 03:00:00,101.46,101.74,101.27,101.31,7904.5
2024-01-15 04:00:00,101.33,101.77,100.91,101.72,12089.0
2024-01-15 05:00:00,101.72,102.08,101.33,101.71,9313.1
2024-01-15 06:00:00,101.71,102.19,101.41,101.76,16029.2
2024-01-15 07:00:00,101.74,102.0,100.89,101.34,12161.4
2024-01-15 08:00:00,101.35,101.7,100.77,101.55,11013.2
2024-01-15 09:00:00,101.55,102.56,101.11,102.5,11379.2
2024-01-15 10:00:00,102.51,102.62,101.32,102.19,27691.9
2024-01-15 11:00:00,102.19,102.58,101.91,102.35,13885.9
2024-01-15 12:00:00,102.35,102.64,101.42,101.96,14012.9
2024-01-15 13:00:00,101.98,102.93,101.75,102.5,26261.5
2024-01-15 14:00:00,102.5,102.74,100.36,100.9,37987.2
2024-01-15 15:00:00,100.89,102.07,100.8,101.1,20756.8
2024-01-15 16:00:00,101.11,102.07,100.98,102.01,11783.9
2024-01-15 17:00:00,101.97,102.91,101.96,102.63,21015.2
2024-01-15 18:00:00,102.62,103.31,102.31,102.43,16970.2
2024-01-15 19:00:00,102.44,102.85,102.2,102.42,8730.5
2024-01-15 20:00:00,102.43,103.16,102.23,102.53,9498.0
2024-01-15 21:00:00,102.51,102.86,102.05,102.55,5847.5
2024-01-15 22:00:00,102.55,102.76,101.25,101.78,13992.9
2024-01-15 23:00:00,101.8,102.3,101.67,101.82,7872.6
2024-01-16 00:00:00,101.82,102.33,101.72,102.13,9333.1
2024-01-16 01:00:00,102.11,105.45,102.08,103.69,100241.1
2024-01-16 02:00:00,103.69,106.03,103.3,105.32,62536.0
2024-01-16 03:00:00,105.32,114.94,104.48,108.28,310122.8
2024-01-16 04:00:00,108.26,109.39,106.51,106.68,76337.9
2024-01-16 05:00:00,106.68,107.01,105.7,105.73,26764.8
2024-01-16 06:00:00,105.74,106.26,105.23,106.22,20916.1
2024-01-16 07:00:00,106.21,106.55,105.51,106.3,18232.1
2024-01-16 08:00:00,106.32,106.67,105.51,106.62,21319.6
2024-01-16 09:00:00,106.6,107.47,106.19,107.45,20921.5
2024-01-16 10:00:00,107.46,107.52,105.9,106.22,69663.9
2024-01-16 11:00:00,106.22,106.73,105.29,105.71,44484.1
2024-01-16 12:00:00,105.71,106.38,105.28,106.28,16074.4
2024-01-16 13:00:00,106.27,106.29,103.99,104.14,51099.9
2024-01-16 14:00:00,104.16,104.52,102.31,104.03,37073.3
2024-01-16 15:00:00,104.01,105.31,103.54,105.04,30385.1
2024-01-16 16:00:00,105.04,105.36,104.06,104.51,20098.7
2024-01-16 17:00:00,104.5,104.7,103.91,104.04,9187.6
2024-01-16 18:00:00,104.05,104.23,103.07,103.1,13638.8
2024-01-16 19:00:00,103.11,103.65,102.79,103.43,13162.9
2024-01-16 20:00:00,103.43,103.74,103.22,103.49,15481.1
2024-01-16 21:00:00,103.49,104.97,103.34,104.62,25818.2
2024-01-16 22:00:00,104.62,104.86,104.24,104.27,8728.4
2024-01-16 23:00:00,104.27,104.83,102.48,103.51,75250.0
2024-01-17 00:00:00,103.51,103.82,102.97,103.64,21676.0
2024-01-17 01:00:00,103.65,104.04,103.2,103.66,12770.2
2024-01-17 02:00:00,103.65,104.12,103.42,103.73,11259.9
2024-01-17 03:00:00,103.73,103.82,101.84,101.93,46363.7
2024-01-17 04:00:00,101.93,102.4,101.9,102.15,42256.4
2024-01-17 05:00:00,102.15,102.43,101.37,101.45,19942.2
2024-01-17 06:00:00,101.46,101.84,101.15,101.23,21079.7
2024-01-17 07:00:00,101.25,101.52,100.66,101.04,29060.300000000003
2024-01-17 08:00:00,101.06,102.39,100.49,102.21,30929.1
2024-01-17 09:00:00,102.21,102.53,101.48,101.65,13610.4
2024-01-17 10:00:00,101.65,102.36,101.56,102.12,14759.8
2024-01-17 11:00:00,102.12,102.3,101.46,101.68,16004.6
2024-01-17 12:00:00,101.68,102.14,100.92,102.01,30495.6
2024-01-17 13:00:00,102.01,102.03,100.96,101.22,15191.199999999999
2024-01-17 14:00:00,101.22,102.32,100.75,101.41,23706.0
2024-01-17 15:00:00,101.4,102.01,100.72,101.01,21567.6
2024-01-17 16:00:00,101.02,101.36,100.78,101.12,14765.9
2024-01-17 17:00:00,101.12,101.58,100.16,101.34,13625.5
2024-01-17 18:00:00,101.34,101.5,100.7,101.37,9475.2
2024-01-17 19:00:00,101.37,101.37,100.73,100.86,8095.6
2024-01-17 20:00:00,100.87,101.24,100.59,100.89,11223.3
2024-01-17 21:00:00,100.86,100.97,100.51,100.69,8567.1
2024-01-17 22:00:00,100.7,100.98,99.79,100.82,18069.0
2024-01-17 23:00:00,100.86,101.31,100.32,101.28,9218.4
2024-01-18 00:00:00,101.29,101.54,100.82,101.3,10295.800000000001
2024-01-18 01:00:00,101.31,101.36,99.85,100.6,13026.1
2024-01-18 02:00:00,100.61,101.45,100.58,100.91,11123.5
2024-01-18 03:00:00,100.88,101.0,100.28,100.84,8245.5
2024-01-18 04:00:00,100.84,101.25,100.47,100.56,8066.400000000001
